Bus Stop Number,Latitude Position,Longitude Position,Bus Stop Name
43371,1.34682314,103.7459028,Blk 109
43379,1.347165537,103.7451866,Blk 185
43381,1.347036941,103.7476355,Blk 102
43389,1.347518736,103.74834,Opp Blk 102
43391,1.349993889,103.7477297,Bt Batok CC
43399,1.350667146,103.7480888,Opp Blk 120
43401,1.352272126,103.7474053,Bt Batok Polyclinic
43409,1.35235542,103.7462359,Opp Blk 127
43411,1.3517652,103.7501989,Opp Blk 628
43419,1.351555236,103.7499878,Blk 628
43421,1.351114204,103.7536026,Blk 503
43429,1.351054803,103.7538693,Blk 240
43431,1.351383768,103.7564426,Opp Blk 242
43439,1.351181012,103.7562266,Blk 242
43441,1.351730006,103.7589729,Opp Blk 258
43449,1.351503776,103.7590517,Blk 258
43451,1.348494722,103.7385008,Bef PIE
43459,1.348086665,103.7380746,Aft PIE
43461,1.355046658,103.7474937,Aft Bt Batok West Ave 5
43469,1.355489444,103.7472622,Bef Bt Batok West Ave 5
43471,1.35797,103.7473069,Blk 306
43479,1.357673889,103.7471822,Opp Blk 305
43481,1.359929121,103.7463791,Blk 315
43489,1.359693407,103.7463624,Opp Blk 315
43491,1.363896879,103.7471873,Blk 331
43499,1.362595581,103.7468672,Blk 419
43501,1.34376366,103.7542378,Opp Blk 291E
43509,1.343546316,103.7544175,Blk 291E
43511,1.344973942,103.7484987,Bt Batok Swim Cplx
43519,1.345274241,103.7483578,Opp Bt Batok Swim Cplx
43521,1.367560375,103.7501642,Bt Batok Driving Ctr
43529,1.367696499,103.750238,Opp Bt Batok Driving Ctr
43531,1.351548687,103.7437763,Blk 140
43539,1.351422778,103.7433686,Opp Blk 140
43541,1.352859233,103.7550088,Blk 510
43549,1.352540747,103.755492,Regent Hts
43561,1.357419512,103.7528564,Opp Bt Gombak Stadium
43569,1.357412039,103.7531106,Bt Gombak Stadium
43571,1.359209952,103.7515046,Opp Bt Gombak Stn
43579,1.359117153,103.7516677,Bt Gombak Stn
43581,1.362519395,103.7513838,Blk 347
43589,1.362387184,103.7515354,Opp Blk 347
43591,1.344758664,103.7521198,Opp Bt View Sec Sch
43599,1.345131618,103.7519015,Bt View Sec Sch
43601,1.356643409,103.7495053,Opp Blk 532
43609,1.356535619,103.7499243,Blk 531
43611,1.344140227,103.7582667,Blk 290H
43619,1.343990355,103.7586549,Blk 289E
43621,1.341692752,103.7590819,Opp Parkview Apts
43629,1.342408108,103.7591581,Yusof Ishak Sec Sch
43631,1.347859209,103.7685846,YWMA Kindergarten
43639,1.348102188,103.7684526,Opp YWMA Kindergarten
43641,1.365289739,103.7502121,Opp HomeTeamNS
43649,1.36545844,103.750602,HomeTeamNS
43659,1.363792437,103.7493926,St. Anthony's Pr Sch
43669,1.365514167,103.7460836,Blk 406
43671,1.36459986,103.7434568,Opp Dunearn Sec Sch
43679,1.365005,103.7442669,Blk 402
43681,1.361785,103.74358,Bt Batok Home For The Aged
43691,1.34490189,103.7460557,Blk 190
43699,1.344753412,103.7462831,Blk 298
43701,1.348411114,103.7520524,Blk 225
43709,1.34866,103.7520322,Blk 644
43719,1.369039722,103.7612339,MINDEF CP
43721,1.370763025,103.7626491,Blk 319
43731,1.346303106,103.7542161,Opp Block 217
43739,1.346460783,103.7545481,Blk 217
43741,1.346504193,103.7518567,Bt View Sec Sch
43749,1.346612172,103.7516364,Opp Bt View Sec Sch
43751,1.355805556,103.7365292,Aft LP 56
43759,1.355967653,103.7369013,Aft LP 59
43761,1.350794367,103.7376583,Aft LP 32
43769,1.35151427,103.7378157,Aft LP 37
43771,1.36200918,103.7413633,Aft LP 100
43779,1.361955616,103.7417702,Aft Bt Batok West Ave 2
43781,1.358861313,103.7386016,Aft LP 74
43789,1.359157021,103.7395024,Aft LP 83
43801,1.355145465,103.7517278,Bet Blks 536/537
43809,1.354851944,103.7518661,Blk 514
43811,1.3583911,103.764928,Bef Summerhill
43819,1.358155756,103.7651262,Hillview Green
43821,1.356753692,103.7675829,Opp Symphony Hts
43829,1.356858056,103.7673708,Symphony Hts
43831,1.365125019,103.7478861,Blk 334
43839,1.365273465,103.7482497,Opp Blk 336
43841,1.361953889,103.7475228,Blk 324
44009,1.385510521,103.7440758,Choa Chu Kang Int
44011,1.374486067,103.7625712,Opp The Linear
44019,1.376510955,103.76253,The Linear
44021,1.378207227,103.7617218,Sri Murugan Hill Tp
44029,1.3786341,103.7621955,Aft Blk 185A
44041,1.380950577,103.7603698,Ten Mile Junction Stn
44049,1.381035238,103.7608578,Opp Ten Mile Junction Stn
44051,1.384408117,103.7580198,Aft Heavy Veh Pk
44059,1.384496317,103.758176,Opp Heavy Veh Pk
44061,1.387924999,103.7553864,Bef Yew Tee Flyover
44069,1.385920187,103.7571777,Aft KJE Slip Rd
44071,1.376777261,103.7362222,Blk 464
44079,1.376575008,103.7363466,Opp Blk 464
44081,1.376797476,103.7407297,Blk 296A
44089,1.376481103,103.7409453,Opp Blk 296A
44091,1.376472227,103.7442161,Opp Former Keat Hong Camp
44099,1.37631844,103.7446295,Former Keat Hong Camp
44101,1.3771595,103.7468307,Aft Hong San Terr
44109,1.377177681,103.7476217,Opp Hong San Terr
44111,1.380941214,103.7497522,Opp Blk 203
44119,1.380484456,103.7493057,Blk 204
44121,1.377698462,103.7509355,Blk 113
44129,1.377417136,103.750927,Opp Blk 113
44131,1.377100697,103.7553219,Blk 26
44139,1.3768096,103.7553657,Opp Blk 26
44141,1.378356028,103.7577368,Phoenix Stn
44149,1.377984957,103.7577673,Opp Phoenix Stn
44151,1.37392274,103.752234,Opp Bt Batok Fire Stn
44159,1.37401429,103.7525923,Bt Batok Fire Stn
44161,1.370711201,103.749953,Aft Bt Batok West Ave 5
44169,1.370474535,103.7501707,Bef Bt Batok West Ave 5
44171,1.368012158,103.7470483,Bef Bt Batok West Ave 5
44179,1.36783174,103.7473582,Aft Bt Batok West Ave 5
44191,1.378792776,103.7670265,Opp Blk 171
44199,1.378882219,103.766725,Blk 171
44201,1.37732276,103.7672669,Aft Petir Stn
44209,1.377195308,103.7669827,Opp Petir Stn
44211,1.376100158,103.7692182,Blk 127
44219,1.375783333,103.7693522,Bet Blks 139/140
44221,1.376299585,103.7709943,Opp Pending Stn
44229,1.376560558,103.7714598,Bef Pending Stn
44231,1.379166868,103.7693349,Zhenghua Pr Sch
44239,1.378461111,103.7698308,Opp Zhenghua Pr Sch
44241,1.381174439,103.765861,Opp Lompang Rd
44249,1.38049595,103.7664914,Blk 174
44251,1.38033408,103.7622786,Blk 604
44259,1.380295643,103.7629712,Blk 183
44261,1.376082222,103.7742778,Blk 270
44269,1.375778333,103.774225,Blk 223
44271,1.378671147,103.7561477,Bet Blks 13/14
44279,1.379108677,103.7563546,Blk 157
44281,1.381049158,103.7542274,Blk 8
44289,1.38140148,103.7538027,Blk 6
44291,1.38152,103.7514011,Opp Choa Chu Kang Polyclinic
44299,1.3817725,103.7513133,Choa Chu Kang Polyclinic
44301,1.37751089,103.773912,Opp Blk 271
44311,1.379304102,103.7743492,Opp Blk 253
44321,1.379888033,103.7723308,Opp Bangkit Stn
44329,1.380215011,103.7725763,Bangkit Stn
44331,1.380221074,103.7708487,Blk 239
44341,1.381170297,103.7691773,Blk 401A CP
44351,1.368234524,103.7755885,Aft Chestnut Ave
44359,1.367725821,103.7753088,Bef Chestnut Ave
44361,1.36645895,103.7755877,Bef Dairy Farm Rd
44369,1.365742843,103.7753149,Aft Dairy Farm Rd
44371,1.374022257,103.7726396,Blk 219
44379,1.373550535,103.7729353,Opp Blk 219
44381,1.372421342,103.7744136,Blk 202
44389,1.371543035,103.7746186,Opp Blk 201
44391,1.38262844,103.7487771,Aft Blk 202
44399,1.383062786,103.74851,Opp Blk 210
44401,1.380495587,103.7627701,Opp Blk 183
44411,1.378525556,103.75323,Blk 108
44421,1.378208056,103.7550844,Blk 25
44439,1.37983733,103.754295,Blk 9
44441,1.37924286,103.7475432,Blk 239
44449,1.378892322,103.747627,Opp Blks 237/239
44451,1.380773753,103.7442435,Blk 224
44459,1.380287314,103.7445456,Blk 277
44461,1.382570556,103.7430047,Blk 352
44469,1.382438889,103.7427522,Blk 414
44471,1.380470371,103.7480232,Blk 234
44479,1.380479304,103.7482817,Blk 206
44481,1.381842957,103.7449585,Blk 223
44489,1.3818253,103.7453077,Blk 220
44491,1.383588414,103.7417532,Bet Blks 416/417
44499,1.383201605,103.7408936,Blk 429A CP
44501,1.380871287,103.7387979,Blk 426
44509,1.380813404,103.7384518,Blk 442
44511,1.379485071,103.7405688,Blk 289
44519,1.379147587,103.7397066,Blk 402
44521,1.380851855,103.7426089,Blk 280
44529,1.380570382,103.7417696,Blk 410
44531,1.384254053,103.7445362,Opp Choa Chu Kang Stn
44539,1.384630783,103.7450239,Lot 1 Shoppers' Mall
44541,1.387644444,103.7459353,Northvale Condo
44549,1.387487206,103.7461891,Opp Northvale Condo
44551,1.376024609,103.7384301,Opp Blk 486
44559,1.376209557,103.7378907,Blk 483
44561,1.377987023,103.7412005,Opp Blk 295
44569,1.378119968,103.7412214,Blk 295
44571,1.378363521,103.7431667,Blk 297D
44579,1.378506113,103.7434526,Aft Blk 272
44581,1.375322778,103.7403135,Blk 489A
44589,1.37512567,103.7401815,Opp Blk 489A
44591,1.375431949,103.7419701,Blk 490B
44601,1.382133371,103.7684504,Blk 413
44609,1.382014552,103.7681709,Blk 408
44611,1.387124827,103.7675781,Blk 516
44619,1.386950724,103.7676357,Blk 506
44621,1.379229345,103.7371005,Opp Concord Pr Sch
44629,1.378511689,103.7364491,Blk 457
44631,1.3796172,103.7639096,Opp Bt Panjang Plaza
44639,1.380069722,103.7639603,Bt Panjang Plaza
44641,1.381780632,103.762859,Blk 602
44649,1.382070413,103.762963,Blk 541A CP
44651,1.38533395,103.7628965,Blk 617
44659,1.384967631,103.762921,Blk 537A CP
44661,1.384475172,103.7649959,Blk 532
44669,1.384285766,103.7648975,Opp Blk 532
44671,1.383779602,103.766031,Bet Blks 502/503
44679,1.383533778,103.7659952,Opp Blk 502
44689,1.378110004,103.7384989,Sunshine Pl
44691,1.388262581,103.7714646,Bef Blk 484
44699,1.388053005,103.7715434,Opp Blk 484
44721,1.386791083,103.764919,Opp Jelapang Stn
44731,1.37887883,103.7643273,Opp Blk 180
44739,1.3787655,103.7645985,Blk 180
44771,1.384585562,103.7707957,Fajar Stn
44779,1.38422184,103.7702068,Opp Fajar Stn
44791,1.383724393,103.7606888,West View Pr Sch
44799,1.38338693,103.7609562,Blk 610
44801,1.385035109,103.7590834,Opp Blk 628
44809,1.385000837,103.7597843,Blk 628
44811,1.387154726,103.7602083,West Spring Sec Sch
44819,1.387075394,103.7600479,Opp West Spring Sec Sch
44821,1.386376111,103.7633844,Blk 651
44829,1.386714167,103.7630575,Opp Blk 650
44851,1.37790133,103.7633733,Bt Panjang Stn
44859,1.377637538,103.7632181,Maysprings Condo
45009,1.383763889,103.7582761,Bt Panjang Temp Bus Pk
45011,1.389692496,103.7546236,Aft Yew Tee Flyover
45019,1.388211197,103.7555918,Aft Yew Tee Flyover
45021,1.393856944,103.7538358,Heavy Veh Pk
45029,1.393039595,103.7541486,Opp Heavy Veh Pk
45031,1.396166992,103.7541735,Yew Tee Ind Est
45039,1.395858174,103.7542782,Opp Yew Tee Ind Est
45041,1.400058339,103.7554522,Thong Huat Bros Pte Ltd
45049,1.397736389,103.7549928,Opp Yew Tee Ind Est Blk 1
45051,1.403296753,103.7560082,Da Di Glass
45059,1.403407146,103.7562161,Opp Da Di Glass
45061,1.407181111,103.756063,Opp Mandai Est
45069,1.406939078,103.7562677,Aft Mandai Est
45071,1.409064167,103.7557831,Bef Mandai Rd
45079,1.409117568,103.7559772,Aft Mandai Rd
45081,1.411084951,103.7555957,Opp Mandai Rd
45091,1.414218668,103.7552314,Opp Jln Bumbong
45099,1.413417313,103.7559131,Aft Jln Bumbong
45101,1.418632357,103.7545715,Aft LP 234
45109,1.417857974,103.7547803,Bef Jln Bumbong
45111,1.421700991,103.7556625,Opp Kranji War Memorial
45119,1.421813457,103.7559773,Kranji War Memorial
45121,1.424026389,103.7586322,Opp S'pore Turf Club
45129,1.423829251,103.7586346,S'pore Turf Club
45131,1.42513584,103.7610377,Opp Kranji Stn
45139,1.425259613,103.761781,Kranji Stn
45141,1.424840862,103.7568407,Aft Woodlands Rd
45149,1.425148532,103.7569467,Bef Woodlands Rd
45151,1.400868737,103.7542856,Opp Multistates Trading
45159,1.400814444,103.7541011,Multistates Trading
45161,1.402737224,103.7546735,Opp Hiap Hin
45169,1.403163332,103.7545959,Hiap Hin
45171,1.406008087,103.7553563,Aft Railway Crossing
45179,1.40606367,103.7552021,Bef Railway Crossing
45181,1.411633718,103.7612699,Opp Mandai CD Trg Village
45189,1.411341499,103.7609944,Mandai CD Trg Village
45191,1.410649035,103.7634846,Opp Mandai Police Trg Camp
45199,1.410354795,103.7632241,Mandai Police Trg Camp
45201,1.410472533,103.765824,Opp Police Tactical Trg Camp
45209,1.409998811,103.7665338,Police Tactical Trg Camp
45211,1.410319812,103.7697882,Bef BKE
45221,1.411854722,103.7578606,Aft Woodlands Rd
45229,1.411576944,103.7579469,Bef Woodlands Rd
45231,1.384778073,103.7422132,Blk 432
45239,1.385073077,103.7424208,Bet Blks 306/307
45241,1.388492363,103.7404963,Opp Blk 511A
45249,1.388567061,103.7408622,Blk 511A
45251,1.391327714,103.7400655,Opp Kranji Sec Sch
45259,1.39170173,103.7405422,Blk 523
45261,1.394315091,103.743557,Blk 551
45269,1.394361681,103.743731,Blk 544
45271,1.395695955,103.7452644,Blk 560
45279,1.3956586,103.7454087,Blk 563
45291,1.39086231,103.7449782,Opp Blk 704
45299,1.391447228,103.7451547,Blk 702
45301,1.391845655,103.7466351,Blk 708
45309,1.39199805,103.7466502,Blk 754
45311,1.393128961,103.7420891,Blk 547
45319,1.392927543,103.7421077,Blk 530
45321,1.397402697,103.7475549,Yew Tee Stn
45329,1.39743804,103.7478651,Opp Yew Tee Stn
45339,1.398981914,103.7460356,Blk 625
45349,1.397312142,103.7455481,Opp Blk 604A
45351,1.396353492,103.749479,Blk 634
45359,1.39618571,103.7494461,Blk 790
45361,1.392399307,103.7500201,Opp Blk 765
45369,1.392586061,103.750026,Blk 765
45371,1.395335871,103.7519373,Opp Yew Mei Green Condo
45379,1.394588198,103.7518696,Yew Mei Green Condo
45389,1.400638044,103.7473818,Blk 619
45399,1.399840833,103.7499128,Regent Gr Condo
45401,1.402799726,103.7459427,Blk 681
45411,1.403514518,103.7476735,Opp Blk 670
45421,1.402748849,103.7505093,Opp Blk 666
45439,1.401271944,103.7511553,Opp Blk 661
45441,1.431893965,103.7474528,Opp Eng Hua Furniture Mfg Pte Ltd
45449,1.431882989,103.7476084,Eng Hua Furniture Mfg Pte Ltd
45451,1.377923889,103.7397081,Blk 293
46008,1.436492914,103.785179,Woodlands Reg Int
46009,1.436621389,103.7858611,Woodlands Reg Int
46011,1.438519856,103.7742921,Bef Woodlands Ctr Rd
46019,1.438673333,103.7741286,Aft Woodlands Ctr Rd
46021,1.429198611,103.7617514,Opp Woodlands Fire Stn
46029,1.428614236,103.7622664,Aft Woodlands Fire Stn
46031,1.433556293,103.7619232,Aft Woodlands Ind Pk D
46039,1.433087319,103.7620018,Bef Woodlands Ind Pk D
46041,1.43664137,103.7640558,Opp Sri Arasakesari Tp
46049,1.436899832,103.7646066,Bef Sri Arasakesari Tp
46051,1.438970861,103.7664089,Opp Chartered Semi-C Bldg
46059,1.43875378,103.7665647,Chartered Semi-C Bldg
46069,1.442889484,103.7693383,Woodlands Train Checkpt
46071,1.438646523,103.7767996,Blk 137
46079,1.438867314,103.7769175,Opp Blk 137
46088,1.441809143,103.7710866,Opp Blk 1A
46091,1.439606164,103.7701086,Woodlands Town Gdn
46101,1.444608324,103.7677488,Woodlands Checkpt
46109,1.446940936,103.7692534,Woodlands Checkpt
46111,1.441322222,103.7737242,Blk 23
46119,1.44101546,103.7725238,Marsiling CC
46121,1.44388,103.7764389,Opp Hawker Ctr
46129,1.443787984,103.7767542,Hawker Ctr
46131,1.446274659,103.7770371,Aft Marsiling Lane
46139,1.44618016,103.7772633,Aft Riverside Rd
46141,1.443649596,103.7732952,Blk 32
46149,1.443615833,103.7737969,Blk 203
46151,1.445827257,103.7734724,Blk 212
46159,1.445655775,103.7734391,Blk 206
46161,1.445360061,103.7755646,GES S'pore
46169,1.44535191,103.7752667,Si Ling Sec Sch
46171,1.444128765,103.7780001,Opp Blk 19
46179,1.444014363,103.7778748,Blk 18
46181,1.440158823,103.7788679,Opp Blk 12
46189,1.440082716,103.7785404,Blk 12
46191,1.439782682,103.7805381,Opp Blk 120
46199,1.439550433,103.7806553,Blk 120
46201,1.44071021,103.7768024,Blk 10
46209,1.440252429,103.7772751,Blk 2
46211,1.456844074,103.76786,Johor Bahru Checkpt
46219,1.456671401,103.7675912,Johor Bahru Checkpt
46221,1.430909682,103.7875977,Innova JC
46229,1.430130569,103.7870687,Opp Innova JC
46239,1.493903793,103.7440329,Larkin Ter
46241,1.442118452,103.7789435,Opp Blk 15
46249,1.442112389,103.7787477,Blk 15
46251,1.440922362,103.7890863,Riverside Sec Sch
46261,1.442563092,103.7869446,Blk 808
46269,1.442173333,103.785885,Republic Poly
46271,1.440401951,103.7858881,Opp Blk 802
46279,1.440219587,103.7869013,Blk 803
46281,1.438786957,103.7900259,Blk 825
46289,1.438722398,103.790912,Blk 891C CP
46291,1.43640148,103.7824838,Blk 106
46299,1.436927057,103.7827459,Opp Blk 106
46301,1.442742645,103.7828002,HLH Tyre & Battery
46309,1.443170086,103.7825498,Opp Pacific Vintex
46311,1.442341087,103.7805101,Blk 18
46319,1.442290328,103.7802984,Opp Blk 18
46321,1.434577639,103.7865564,Woodlands Civic Ctr
46329,1.434448109,103.7873758,Opp Woodlands Civic Ctr
46331,1.433147696,103.7881638,Blk 511
46339,1.43352632,103.7879832,Blk 370
46341,1.431721937,103.7863031,Rosewood
46349,1.431897049,103.7862245,Aft Blk 353
46351,1.430848889,103.783735,Bef Woodgrove Condo
46359,1.430825,103.7829908,Aft Blk 336
46361,1.427466026,103.7737876,Blk 425
46369,1.427601213,103.7731591,Blk 413
46371,1.429172088,103.7725317,Blk 406
46379,1.429118044,103.7729401,Blk 409
46381,1.429074279,103.7667627,Opp Tech
46389,1.429303976,103.7666095,Tech
46391,1.439217654,103.7929945,Blk 853
46399,1.438960352,103.7942371,Aft 888 Plaza
46401,1.440885951,103.7954581,Blk 864
46409,1.440633231,103.795706,Blk 701A CP
46411,1.442705918,103.7944192,Blk 869
46419,1.44356111,103.794098,Evergreen Pr Sch
46421,1.440870326,103.7935378,Evergreen Sec Sch
46429,1.440714444,103.79315,Blk 856
46431,1.443977268,103.7922557,Blk 840
46439,1.444135367,103.7926501,Blk 880
46441,1.442194658,103.7897371,Blk 816
46449,1.442355036,103.7900373,Blk 875
46451,1.444543964,103.7892099,Opp Blk 872
46459,1.444185331,103.789409,Blk 872
46461,1.446595984,103.7935966,Opp Blk 757A CP
46469,1.446688659,103.7949185,Blk 759
46471,1.447969318,103.7975882,Opp Blk 773
46479,1.447968698,103.7984096,Blk 774
46481,1.449644042,103.8011125,Aft Woodlands Ind Pk E6
46489,1.449520956,103.8016065,Aft Gambas Ave
46491,1.431889748,103.772008,Blk 402
46499,1.432291339,103.7721964,Opp Blk 402
46501,1.437969403,103.7711891,Opp Woodlands Town Gdn
46509,1.438043902,103.7709643,Woodlands Town Gdn
46511,1.434382295,103.7725568,Marsiling Pr Sch
46519,1.435548116,103.772138,Opp Blk 144
46521,1.432378333,103.7742933,Marsiling Stn
46529,1.432081528,103.7745969,Opp Marsiling Stn
46531,1.4324025,103.7775114,Blk 173
46539,1.432099629,103.7782237,Blk 320
46541,1.433283315,103.7808357,Opp Blk 347
46549,1.433198189,103.7812567,Blk 347
46551,1.435327282,103.7816234,Blk 101
46559,1.435501655,103.7812772,Opp Blk 101
46561,1.434611924,103.77719,Opp Blk 178
46569,1.434721547,103.7774588,Blk 178
46571,1.434754178,103.7758535,Opp Blk 154
46579,1.434885833,103.7755225,Blk 154
46581,1.436441189,103.7737964,Opp Blk 146
46589,1.43632306,103.7741086,Blk 146
46591,1.43068959,103.7732261,Blk 303
46611,1.429234128,103.7776058,Fuchun Sec Sch
46619,1.42907408,103.7777511,Opp Fuchun Sec Sch
46621,1.429555359,103.7806456,Blk 335
46629,1.429460929,103.7808173,The Woodgrove
46631,1.436892976,103.7891526,Blk 892C CP
46639,1.437022054,103.7888492,Opp Blk 892C CP
46641,1.435378828,103.7900266,Blk 894C
46649,1.435135716,103.7904213,Blk 515
46651,1.432980969,103.7945526,Blk 550
46659,1.432692728,103.794143,Opp Blk 550
46661,1.437592219,103.7922893,Opp Blk 896B
46669,1.43740934,103.7918245,Woodlands Pr Sch
46671,1.43689167,103.7946223,Bef 888 Plaza
46679,1.436776944,103.7948506,Opp 888 Plaza
46681,1.43573291,103.795777,Blk 899A
46689,1.435870545,103.7960127,Blk 609
46691,1.438231325,103.7958789,Opp 888 Plaza
46699,1.437699899,103.7956632,888 Plaza
46709,1.441447391,103.7755472,Aft Blk 1
46711,1.454701602,103.8008497,Bef Admiralty Rd West
46719,1.454909537,103.8010631,Givaudan S'pore
46721,1.452489165,103.8017876,Opp Pacific Vinitex
46729,1.452157147,103.8022307,Pacific Vinitex
46731,1.448521279,103.8043022,Yew Huat Scaffolding Work
46739,1.448300278,103.8041414,Opp Yew Huat Scaffolding Work
46741,1.446327014,103.8071927,Seagate
46749,1.44598747,103.8071908,Opp Seagate
46761,1.439644444,103.7974003,Blk 706
46769,1.439351034,103.797358,Blk 666
46771,1.440888084,103.8001867,Opp Admiralty Stn
46779,1.440713576,103.8007075,Admiralty Stn
46781,1.442675691,103.8012442,Bef Admiralty Pr Sch
46789,1.443511389,103.8010631,Opp Admiralty Pr Sch
46791,1.445694999,103.7996335,Blk 722
46799,1.445866174,103.7997085,Blk 786A CP
46801,1.446512057,103.7975663,Aft Woodlands Mart
46809,1.446496623,103.7980871,Opp Woodlands Mart
46811,1.443792373,103.7993152,Blk 726
46821,1.44215561,103.7975554,Blk 713
46831,1.443645278,103.7956269,Blk 747A CP
46841,1.444985717,103.7969016,Opp Blk 739A CP
46851,1.436126667,103.7976127,Blk 664
46859,1.436202583,103.7973959,Blk 608A
46861,1.435155786,103.7999834,Opp Blk 624B
46869,1.435076718,103.8005455,Blk 628A
46871,1.436791166,103.8017651,Blk 644
46879,1.437066168,103.8021593,Blk 637
46881,1.449830181,103.8052321,Old Chang Kee Bldg
46891,1.44823909,103.8070354,Jordon Food Ind
46901,1.447984183,103.8095148,Blk 15
46911,1.450689683,103.810271,Opp Blk 20
46921,1.453315894,103.81089,Opp Blk 22
